"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","14007","Ошибка фильтрации товаров по ценовому диапазону @BUG","firefox","Sat Apr 12 02:00:50 GMT 2025","failed","Sat Apr 12 02:01:04 GMT 2025","","academybugs.test.js","",""
"","9231","Ошибка увеличения количества товаров в корзине @BUG","firefox","Sat Apr 12 01:57:18 GMT 2025","passed","Sat Apr 12 01:57:27 GMT 2025","","academybugs.test.js","",""
"","3641","Ошибка перехода на страницу производителя товара @BUG","firefox","Sat Apr 12 02:00:15 GMT 2025","passed","Sat Apr 12 02:00:18 GMT 2025","","academybugs.test.js","",""
"","12563","Ошибка отображения количества товара на главной странице @BUG","firefox","Sat Apr 12 01:57:04 GMT 2025","failed","Sat Apr 12 01:57:17 GMT 2025","","academybugs.test.js","",""
"","5562","Ошибка смены валюты @BUG","firefox","Sat Apr 12 01:58:30 GMT 2025","passed","Sat Apr 12 01:58:36 GMT 2025","","academybugs.test.js","",""
"","18581","Ошибка возврата на главную страницу при удалении товара из козины @BUG","firefox","Sat Apr 12 01:58:10 GMT 2025","failed","Sat Apr 12 01:58:29 GMT 2025","","academybugs.test.js","",""
"","13808","Ошибка публикации комментария к товару @BUG","firefox","Sat Apr 12 01:59:59 GMT 2025","failed","Sat Apr 12 02:00:13 GMT 2025","","academybugs.test.js","",""
"","16150","Ошибка подсчета общей стоимости товара в корзине @BUG","firefox","Sat Apr 12 01:59:11 GMT 2025","failed","Sat Apr 12 01:59:27 GMT 2025","","academybugs.test.js","",""
