"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","13767","Ошибка фильтрации товаров по ценовому диапазону @BUG","firefox","Sat Oct 04 01:56:05 UTC 2025","failed","Sat Oct 04 01:56:19 UTC 2025","","academybugs.test.js","",""
"","6769","Ошибка смены валюты @BUG","firefox","Sat Oct 04 01:53:43 UTC 2025","passed","Sat Oct 04 01:53:50 UTC 2025","","academybugs.test.js","",""
"","4389","Ошибка перехода на страницу производителя товара @BUG","firefox","Sat Oct 04 01:55:29 UTC 2025","passed","Sat Oct 04 01:55:33 UTC 2025","","academybugs.test.js","",""
"","16374","Ошибка увеличения количества товаров в корзине @BUG","firefox","Sat Oct 04 01:52:18 UTC 2025","failed","Sat Oct 04 01:52:35 UTC 2025","","academybugs.test.js","",""
"","13871","Ошибка публикации комментария к товару @BUG","firefox","Sat Oct 04 01:55:14 UTC 2025","failed","Sat Oct 04 01:55:28 UTC 2025","","academybugs.test.js","",""
"","12465","Ошибка отображения количества товара на главной странице @BUG","firefox","Sat Oct 04 01:51:26 UTC 2025","failed","Sat Oct 04 01:51:39 UTC 2025","","academybugs.test.js","",""
"","21260","Ошибка возврата на главную страницу при удалении товара из козины @BUG","firefox","Sat Oct 04 01:53:20 UTC 2025","failed","Sat Oct 04 01:53:41 UTC 2025","","academybugs.test.js","",""
"","16099","Ошибка подсчета общей стоимости товара в корзине @BUG","firefox","Sat Oct 04 01:54:26 UTC 2025","failed","Sat Oct 04 01:54:42 UTC 2025","","academybugs.test.js","",""
