"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","19548","Ошибка возврата на главную страницу при удалении товара из козины @BUG","firefox","Sat Jan 11 01:49:39 GMT 2025","failed","Sat Jan 11 01:49:58 GMT 2025","","academybugs.test.js","",""
"","13424","Ошибка публикации комментария к товару @BUG","firefox","Sat Jan 11 01:51:31 GMT 2025","failed","Sat Jan 11 01:51:45 GMT 2025","","academybugs.test.js","",""
"","16321","Ошибка подсчета общей стоимости товара в корзине @BUG","firefox","Sat Jan 11 01:50:43 GMT 2025","failed","Sat Jan 11 01:51:00 GMT 2025","","academybugs.test.js","",""
"","9302","Ошибка увеличения количества товаров в корзине @BUG","firefox","Sat Jan 11 01:48:44 GMT 2025","passed","Sat Jan 11 01:48:53 GMT 2025","","academybugs.test.js","",""
"","13804","Ошибка фильтрации товаров по ценовому диапазону @BUG","firefox","Sat Jan 11 01:52:23 GMT 2025","failed","Sat Jan 11 01:52:37 GMT 2025","","academybugs.test.js","",""
"","12407","Ошибка отображения количества товара на главной странице @BUG","firefox","Sat Jan 11 01:48:30 GMT 2025","failed","Sat Jan 11 01:48:42 GMT 2025","","academybugs.test.js","",""
"","7734","Ошибка смены валюты @BUG","firefox","Sat Jan 11 01:49:59 GMT 2025","passed","Sat Jan 11 01:50:07 GMT 2025","","academybugs.test.js","",""
"","4530","Ошибка перехода на страницу производителя товара @BUG","firefox","Sat Jan 11 01:51:46 GMT 2025","passed","Sat Jan 11 01:51:51 GMT 2025","","academybugs.test.js","",""
