"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","9355","Ошибка увеличения количества товаров в корзине @BUG","firefox","Wed Dec 04 15:17:09 GMT 2024","passed","Wed Dec 04 15:17:19 GMT 2024","","academybugs.test.js","",""
"","4963","Ошибка перехода на страницу производителя товара @BUG","firefox","Wed Dec 04 15:17:53 GMT 2024","passed","Wed Dec 04 15:17:58 GMT 2024","","academybugs.test.js","",""
"","9314","Ошибка возврата на главную страницу при удалении товара из козины @BUG","firefox","Wed Dec 04 15:17:19 GMT 2024","passed","Wed Dec 04 15:17:28 GMT 2024","","academybugs.test.js","",""
"","12124","Ошибка публикации комментария к товару @BUG","firefox","Wed Dec 04 15:17:41 GMT 2024","passed","Wed Dec 04 15:17:53 GMT 2024","","academybugs.test.js","",""
"","6636","Ошибка смены валюты @BUG","firefox","Wed Dec 04 15:17:28 GMT 2024","passed","Wed Dec 04 15:17:35 GMT 2024","","academybugs.test.js","",""
"","6543","Ошибка подсчета общей стоимости товара в корзине @BUG","firefox","Wed Dec 04 15:17:35 GMT 2024","passed","Wed Dec 04 15:17:41 GMT 2024","","academybugs.test.js","",""
"","4736","Ошибка фильтрации товаров по ценовому диапазону @BUG","firefox","Wed Dec 04 15:17:58 GMT 2024","passed","Wed Dec 04 15:18:03 GMT 2024","","academybugs.test.js","",""
"","14440","Ошибка отображения количества товара на главной странице @BUG","firefox","Wed Dec 04 15:16:54 GMT 2024","passed","Wed Dec 04 15:17:08 GMT 2024","","academybugs.test.js","",""
