"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","9575","Ошибка увеличения количества товаров в корзине @BUG","firefox","Sat Jun 14 02:05:01 GMT 2025","passed","Sat Jun 14 02:05:10 GMT 2025","","academybugs.test.js","",""
"","16732","Ошибка подсчета общей стоимости товара в корзине @BUG","firefox","Sat Jun 14 02:07:00 GMT 2025","failed","Sat Jun 14 02:07:17 GMT 2025","","academybugs.test.js","",""
"","13913","Ошибка публикации комментария к товару @BUG","firefox","Sat Jun 14 02:07:49 GMT 2025","failed","Sat Jun 14 02:08:03 GMT 2025","","academybugs.test.js","",""
"","6432","Ошибка смены валюты @BUG","firefox","Sat Jun 14 02:06:16 GMT 2025","passed","Sat Jun 14 02:06:23 GMT 2025","","academybugs.test.js","",""
"","14390","Ошибка отображения количества товара на главной странице @BUG","firefox","Sat Jun 14 02:04:45 GMT 2025","failed","Sat Jun 14 02:04:59 GMT 2025","","academybugs.test.js","",""
"","4949","Ошибка перехода на страницу производителя товара @BUG","firefox","Sat Jun 14 02:08:04 GMT 2025","passed","Sat Jun 14 02:08:09 GMT 2025","","academybugs.test.js","",""
"","20053","Ошибка возврата на главную страницу при удалении товара из козины @BUG","firefox","Sat Jun 14 02:05:55 GMT 2025","failed","Sat Jun 14 02:06:15 GMT 2025","","academybugs.test.js","",""
"","15148","Ошибка фильтрации товаров по ценовому диапазону @BUG","firefox","Sat Jun 14 02:08:41 GMT 2025","failed","Sat Jun 14 02:08:56 GMT 2025","","academybugs.test.js","",""
