"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","15454","Ошибка подсчета общей стоимости товара в корзине @BUG","firefox","2026-07-06","failed","2026-07-06","","academybugs.test.js","",""
"","17942","Ошибка возврата на главную страницу при удалении товара из козины @BUG","firefox","2026-07-06","failed","2026-07-06","","academybugs.test.js","",""
"","12493","Ошибка отображения количества товара на главной странице @BUG","firefox","2026-07-06","failed","2026-07-06","","academybugs.test.js","",""
"","3596","Ошибка перехода на страницу производителя товара @BUG","firefox","2026-07-06","passed","2026-07-06","","academybugs.test.js","",""
"","15435","Ошибка увеличения количества товаров в корзине @BUG","firefox","2026-07-06","failed","2026-07-06","","academybugs.test.js","",""
"","13538","Ошибка публикации комментария к товару @BUG","firefox","2026-07-06","failed","2026-07-06","","academybugs.test.js","",""
"","5630","Ошибка смены валюты @BUG","firefox","2026-07-06","passed","2026-07-06","","academybugs.test.js","",""
"","13522","Ошибка фильтрации товаров по ценовому диапазону @BUG","firefox","2026-07-06","failed","2026-07-06","","academybugs.test.js","",""
