"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","17548","Ошибка возврата на главную страницу при удалении товара из козины @BUG","firefox","Thu Feb 26 02:47:58 UTC 2026","failed","Thu Feb 26 02:48:16 UTC 2026","","academybugs.test.js","",""
"","13494","Ошибка фильтрации товаров по ценовому диапазону @BUG","firefox","Thu Feb 26 02:50:31 UTC 2026","failed","Thu Feb 26 02:50:44 UTC 2026","","academybugs.test.js","",""
"","12501","Ошибка отображения количества товара на главной странице @BUG","firefox","Thu Feb 26 02:46:15 UTC 2026","failed","Thu Feb 26 02:46:27 UTC 2026","","academybugs.test.js","",""
"","16726","Ошибка подсчета общей стоимости товара в корзине @BUG","firefox","Thu Feb 26 02:48:56 UTC 2026","failed","Thu Feb 26 02:49:13 UTC 2026","","academybugs.test.js","",""
"","14693","Ошибка увеличения количества товаров в корзине @BUG","firefox","Thu Feb 26 02:47:04 UTC 2026","failed","Thu Feb 26 02:47:18 UTC 2026","","academybugs.test.js","",""
"","12793","Ошибка публикации комментария к товару @BUG","firefox","Thu Feb 26 02:49:44 UTC 2026","failed","Thu Feb 26 02:49:56 UTC 2026","","academybugs.test.js","",""
"","4986","Ошибка смены валюты @BUG","firefox","Thu Feb 26 02:48:17 UTC 2026","passed","Thu Feb 26 02:48:22 UTC 2026","","academybugs.test.js","",""
"","3188","Ошибка перехода на страницу производителя товара @BUG","firefox","Thu Feb 26 02:49:58 UTC 2026","passed","Thu Feb 26 02:50:01 UTC 2026","","academybugs.test.js","",""
