"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","18017","Ошибка возврата на главную страницу при удалении товара из козины @BUG","firefox","2026-08-13","failed","2026-08-13","","academybugs.test.js","",""
"","13268","Ошибка фильтрации товаров по ценовому диапазону @BUG","firefox","2026-08-13","failed","2026-08-13","","academybugs.test.js","",""
"","16280","Ошибка увеличения количества товаров в корзине @BUG","firefox","2026-08-13","failed","2026-08-13","","academybugs.test.js","",""
"","13117","Ошибка публикации комментария к товару @BUG","firefox","2026-08-13","failed","2026-08-13","","academybugs.test.js","",""
"","5493","Ошибка смены валюты @BUG","firefox","2026-08-13","passed","2026-08-13","","academybugs.test.js","",""
"","3314","Ошибка перехода на страницу производителя товара @BUG","firefox","2026-08-13","passed","2026-08-13","","academybugs.test.js","",""
"","12348","Ошибка отображения количества товара на главной странице @BUG","firefox","2026-08-13","failed","2026-08-13","","academybugs.test.js","",""
"","15526","Ошибка подсчета общей стоимости товара в корзине @BUG","firefox","2026-08-13","failed","2026-08-13","","academybugs.test.js","",""
