"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","6344","Ошибка перехода на страницу производителя товара @BUG","firefox","Tue Dec 02 02:12:38 UTC 2025","passed","Tue Dec 02 02:12:44 UTC 2025","","academybugs.test.js","",""
"","14351","Ошибка публикации комментария к товару @BUG","firefox","Tue Dec 02 02:12:22 UTC 2025","failed","Tue Dec 02 02:12:37 UTC 2025","","academybugs.test.js","",""
"","25440","Ошибка возврата на главную страницу при удалении товара из козины @BUG","firefox","Tue Dec 02 02:10:16 UTC 2025","failed","Tue Dec 02 02:10:41 UTC 2025","","academybugs.test.js","",""
"","14625","Ошибка фильтрации товаров по ценовому диапазону @BUG","firefox","Tue Dec 02 02:13:20 UTC 2025","failed","Tue Dec 02 02:13:35 UTC 2025","","academybugs.test.js","",""
"","21308","Ошибка отображения количества товара на главной странице @BUG","firefox","Tue Dec 02 02:08:00 UTC 2025","failed","Tue Dec 02 02:08:22 UTC 2025","","academybugs.test.js","",""
"","17657","Ошибка подсчета общей стоимости товара в корзине @BUG","firefox","Tue Dec 02 02:11:33 UTC 2025","failed","Tue Dec 02 02:11:50 UTC 2025","","academybugs.test.js","",""
"","10335","Ошибка смены валюты @BUG","firefox","Tue Dec 02 02:10:43 UTC 2025","passed","Tue Dec 02 02:10:53 UTC 2025","","academybugs.test.js","",""
"","17960","Ошибка увеличения количества товаров в корзине @BUG","firefox","Tue Dec 02 02:09:08 UTC 2025","failed","Tue Dec 02 02:09:26 UTC 2025","","academybugs.test.js","",""
