"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","17301","Ошибка возврата на главную страницу при удалении товара из козины @BUG","firefox","Mon Dec 22 02:25:13 UTC 2025","failed","Mon Dec 22 02:25:30 UTC 2025","","academybugs.test.js","",""
"","12840","Ошибка публикации комментария к товару @BUG","firefox","Mon Dec 22 02:26:57 UTC 2025","failed","Mon Dec 22 02:27:09 UTC 2025","","academybugs.test.js","",""
"","15047","Ошибка подсчета общей стоимости товара в корзине @BUG","firefox","Mon Dec 22 02:26:11 UTC 2025","failed","Mon Dec 22 02:26:26 UTC 2025","","academybugs.test.js","",""
"","13262","Ошибка фильтрации товаров по ценовому диапазону @BUG","firefox","Mon Dec 22 02:27:44 UTC 2025","failed","Mon Dec 22 02:27:57 UTC 2025","","academybugs.test.js","",""
"","5211","Ошибка смены валюты @BUG","firefox","Mon Dec 22 02:25:31 UTC 2025","passed","Mon Dec 22 02:25:37 UTC 2025","","academybugs.test.js","",""
"","3213","Ошибка перехода на страницу производителя товара @BUG","firefox","Mon Dec 22 02:27:11 UTC 2025","passed","Mon Dec 22 02:27:14 UTC 2025","","academybugs.test.js","",""
"","14912","Ошибка увеличения количества товаров в корзине @BUG","firefox","Mon Dec 22 02:24:18 UTC 2025","failed","Mon Dec 22 02:24:33 UTC 2025","","academybugs.test.js","",""
"","12177","Ошибка отображения количества товара на главной странице @BUG","firefox","Mon Dec 22 02:23:31 UTC 2025","failed","Mon Dec 22 02:23:43 UTC 2025","","academybugs.test.js","",""
