"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","24035","Ошибка увеличения количества товаров в корзине @BUG","firefox","Thu Jan 16 01:45:30 GMT 2025","passed","Thu Jan 16 01:45:54 GMT 2025","","academybugs.test.js","",""
"","21386","Ошибка фильтрации товаров по ценовому диапазону @BUG","firefox","Thu Jan 16 01:50:55 GMT 2025","failed","Thu Jan 16 01:51:16 GMT 2025","","academybugs.test.js","",""
"","23990","Ошибка подсчета общей стоимости товара в корзине @BUG","firefox","Thu Jan 16 01:48:29 GMT 2025","failed","Thu Jan 16 01:48:53 GMT 2025","","academybugs.test.js","",""
"","17022","Ошибка отображения количества товара на главной странице @BUG","firefox","Thu Jan 16 01:45:12 GMT 2025","failed","Thu Jan 16 01:45:29 GMT 2025","","academybugs.test.js","",""
"","16137","Ошибка смены валюты @BUG","firefox","Thu Jan 16 01:47:26 GMT 2025","passed","Thu Jan 16 01:47:42 GMT 2025","","academybugs.test.js","",""
"","27982","Ошибка возврата на главную страницу при удалении товара из козины @BUG","firefox","Thu Jan 16 01:46:56 GMT 2025","failed","Thu Jan 16 01:47:24 GMT 2025","","academybugs.test.js","",""
"","11563","Ошибка перехода на страницу производителя товара @BUG","firefox","Thu Jan 16 01:49:54 GMT 2025","passed","Thu Jan 16 01:50:05 GMT 2025","","academybugs.test.js","",""
"","18847","Ошибка публикации комментария к товару @BUG","firefox","Thu Jan 16 01:49:34 GMT 2025","failed","Thu Jan 16 01:49:53 GMT 2025","","academybugs.test.js","",""
