"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","5916","Ошибка смены валюты @BUG","firefox","Sun Sep 28 02:08:55 UTC 2025","passed","Sun Sep 28 02:09:01 UTC 2025","","academybugs.test.js","",""
"","16533","Ошибка подсчета общей стоимости товара в корзине @BUG","firefox","Sun Sep 28 02:09:38 UTC 2025","failed","Sun Sep 28 02:09:54 UTC 2025","","academybugs.test.js","",""
"","17350","Ошибка увеличения количества товаров в корзине @BUG","firefox","Sun Sep 28 02:07:29 UTC 2025","failed","Sun Sep 28 02:07:46 UTC 2025","","academybugs.test.js","",""
"","19094","Ошибка возврата на главную страницу при удалении товара из козины @BUG","firefox","Sun Sep 28 02:08:35 UTC 2025","failed","Sun Sep 28 02:08:54 UTC 2025","","academybugs.test.js","",""
"","3524","Ошибка перехода на страницу производителя товара @BUG","firefox","Sun Sep 28 02:10:42 UTC 2025","passed","Sun Sep 28 02:10:45 UTC 2025","","academybugs.test.js","",""
"","13878","Ошибка фильтрации товаров по ценовому диапазону @BUG","firefox","Sun Sep 28 02:11:17 UTC 2025","failed","Sun Sep 28 02:11:31 UTC 2025","","academybugs.test.js","",""
"","12085","Ошибка отображения количества товара на главной странице @BUG","firefox","Sun Sep 28 02:06:37 UTC 2025","failed","Sun Sep 28 02:06:49 UTC 2025","","academybugs.test.js","",""
"","14034","Ошибка публикации комментария к товару @BUG","firefox","Sun Sep 28 02:10:26 UTC 2025","failed","Sun Sep 28 02:10:40 UTC 2025","","academybugs.test.js","",""
