"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","14374","Ошибка фильтрации товаров по ценовому диапазону @BUG","firefox","Wed Apr 30 02:05:22 GMT 2025","failed","Wed Apr 30 02:05:37 GMT 2025","","academybugs.test.js","",""
"","13480","Ошибка публикации комментария к товару @BUG","firefox","Wed Apr 30 02:04:25 GMT 2025","failed","Wed Apr 30 02:04:39 GMT 2025","","academybugs.test.js","",""
"","13432","Ошибка отображения количества товара на главной странице @BUG","firefox","Wed Apr 30 02:01:25 GMT 2025","failed","Wed Apr 30 02:01:38 GMT 2025","","academybugs.test.js","",""
"","19096","Ошибка возврата на главную страницу при удалении товара из козины @BUG","firefox","Wed Apr 30 02:02:34 GMT 2025","failed","Wed Apr 30 02:02:53 GMT 2025","","academybugs.test.js","",""
"","16095","Ошибка подсчета общей стоимости товара в корзине @BUG","firefox","Wed Apr 30 02:03:37 GMT 2025","failed","Wed Apr 30 02:03:53 GMT 2025","","academybugs.test.js","",""
"","6151","Ошибка смены валюты @BUG","firefox","Wed Apr 30 02:02:54 GMT 2025","passed","Wed Apr 30 02:03:00 GMT 2025","","academybugs.test.js","",""
"","4393","Ошибка перехода на страницу производителя товара @BUG","firefox","Wed Apr 30 02:04:40 GMT 2025","passed","Wed Apr 30 02:04:44 GMT 2025","","academybugs.test.js","",""
"","9304","Ошибка увеличения количества товаров в корзине @BUG","firefox","Wed Apr 30 02:01:40 GMT 2025","passed","Wed Apr 30 02:01:49 GMT 2025","","academybugs.test.js","",""
