"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","12452","Ошибка отображения количества товара на главной странице @BUG","firefox","Mon Apr 20 03:41:45 UTC 2026","failed","Mon Apr 20 03:41:58 UTC 2026","","academybugs.test.js","",""
"","17404","Ошибка возврата на главную страницу при удалении товара из козины @BUG","firefox","Mon Apr 20 03:43:28 UTC 2026","failed","Mon Apr 20 03:43:45 UTC 2026","","academybugs.test.js","",""
"","13435","Ошибка фильтрации товаров по ценовому диапазону @BUG","firefox","Mon Apr 20 03:46:00 UTC 2026","failed","Mon Apr 20 03:46:13 UTC 2026","","academybugs.test.js","",""
"","15280","Ошибка подсчета общей стоимости товара в корзине @BUG","firefox","Mon Apr 20 03:44:25 UTC 2026","failed","Mon Apr 20 03:44:40 UTC 2026","","academybugs.test.js","",""
"","15081","Ошибка увеличения количества товаров в корзине @BUG","firefox","Mon Apr 20 03:42:33 UTC 2026","failed","Mon Apr 20 03:42:48 UTC 2026","","academybugs.test.js","",""
"","13003","Ошибка публикации комментария к товару @BUG","firefox","Mon Apr 20 03:45:11 UTC 2026","failed","Mon Apr 20 03:45:24 UTC 2026","","academybugs.test.js","",""
"","3715","Ошибка перехода на страницу производителя товара @BUG","firefox","Mon Apr 20 03:45:26 UTC 2026","passed","Mon Apr 20 03:45:29 UTC 2026","","academybugs.test.js","",""
"","4768","Ошибка смены валюты @BUG","firefox","Mon Apr 20 03:43:46 UTC 2026","passed","Mon Apr 20 03:43:51 UTC 2026","","academybugs.test.js","",""
