"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","16830","Ошибка подсчета общей стоимости товара в корзине @BUG","firefox","Thu Mar 13 01:56:44 GMT 2025","failed","Thu Mar 13 01:57:00 GMT 2025","","academybugs.test.js","",""
"","23474","Ошибка возврата на главную страницу при удалении товара из козины @BUG","firefox","Thu Mar 13 01:55:35 GMT 2025","failed","Thu Mar 13 01:55:59 GMT 2025","","academybugs.test.js","",""
"","4692","Ошибка перехода на страницу производителя товара @BUG","firefox","Thu Mar 13 01:57:48 GMT 2025","passed","Thu Mar 13 01:57:52 GMT 2025","","academybugs.test.js","",""
"","13381","Ошибка публикации комментария к товару @BUG","firefox","Thu Mar 13 01:57:33 GMT 2025","failed","Thu Mar 13 01:57:46 GMT 2025","","academybugs.test.js","",""
"","14118","Ошибка фильтрации товаров по ценовому диапазону @BUG","firefox","Thu Mar 13 01:58:27 GMT 2025","failed","Thu Mar 13 01:58:41 GMT 2025","","academybugs.test.js","",""
"","7059","Ошибка смены валюты @BUG","firefox","Thu Mar 13 01:56:00 GMT 2025","passed","Thu Mar 13 01:56:07 GMT 2025","","academybugs.test.js","",""
"","10396","Ошибка увеличения количества товаров в корзине @BUG","firefox","Thu Mar 13 01:54:32 GMT 2025","passed","Thu Mar 13 01:54:42 GMT 2025","","academybugs.test.js","",""
"","12540","Ошибка отображения количества товара на главной странице @BUG","firefox","Thu Mar 13 01:54:18 GMT 2025","failed","Thu Mar 13 01:54:30 GMT 2025","","academybugs.test.js","",""
