"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","14300","Ошибка публикации комментария к товару @BUG","firefox","Sat Jul 26 02:16:55 GMT 2025","failed","Sat Jul 26 02:17:09 GMT 2025","","academybugs.test.js","",""
"","14585","Ошибка фильтрации товаров по ценовому диапазону @BUG","firefox","Sat Jul 26 02:17:50 GMT 2025","failed","Sat Jul 26 02:18:04 GMT 2025","","academybugs.test.js","",""
"","7796","Ошибка смены валюты @BUG","firefox","Sat Jul 26 02:15:17 GMT 2025","passed","Sat Jul 26 02:15:24 GMT 2025","","academybugs.test.js","",""
"","5711","Ошибка перехода на страницу производителя товара @BUG","firefox","Sat Jul 26 02:17:11 GMT 2025","passed","Sat Jul 26 02:17:16 GMT 2025","","academybugs.test.js","",""
"","19261","Ошибка подсчета общей стоимости товара в корзине @BUG","firefox","Sat Jul 26 02:16:03 GMT 2025","failed","Sat Jul 26 02:16:23 GMT 2025","","academybugs.test.js","",""
"","21390","Ошибка возврата на главную страницу при удалении товара из козины @BUG","firefox","Sat Jul 26 02:14:54 GMT 2025","failed","Sat Jul 26 02:15:15 GMT 2025","","academybugs.test.js","",""
"","10035","Ошибка увеличения количества товаров в корзине @BUG","firefox","Sat Jul 26 02:13:59 GMT 2025","passed","Sat Jul 26 02:14:09 GMT 2025","","academybugs.test.js","",""
"","12512","Ошибка отображения количества товара на главной странице @BUG","firefox","Sat Jul 26 02:13:45 GMT 2025","failed","Sat Jul 26 02:13:58 GMT 2025","","academybugs.test.js","",""
